,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
3112,E. Viviano,35,Italy,195,90,72,250000.0,6000.0,Fatih Karagümrük S.K.
3113,S. Sinclair,32,England,178,70,72,1900000.0,24000.0,Preston North End
3114,S. Long,34,Republic of Ireland,178,70,72,1100000.0,38000.0,Southampton
3115,Mario Suárez,34,Spain,188,80,72,800000.0,13000.0,Rayo Vallecano
3116,Coke,34,Spain,177,74,72,850000.0,17000.0,Levante Unión Deportiva
3117,J. Lössl,32,Denmark,195,89,72,1200000.0,15000.0,FC Midtjylland
3118,José Crespo,34,Spain,185,78,72,750000.0,950.0,PAOK
3119,W. Reid,32,New Zealand,190,87,72,1500000.0,38000.0,West Ham United
3120,A. Ramos,35,Colombia,186,78,72,1000000.0,3000.0,América de Cali
3121,R. Gurtner,34,France,182,82,72,400000.0,4000.0,Amiens SC
3122,A. Gabbarini,35,Argentina,184,83,72,250000.0,500.0,LDU Quito
3123,G. Svensson,34,Sweden,184,77,72,800000.0,4000.0,IFK Göteborg
3124,M. Vrančić,32,Bosnia and Herzegovina,187,78,72,1900000.0,21000.0,Stoke City
3125,L. Deaux,32,France,188,82,72,1600000.0,4000.0,Dijon FCO
3126,Varela,33,Cape Verde Islands,183,83,72,1100000.0,950.0,PAOK
3127,F. Forestieri,31,Italy,172,67,72,1900000.0,13000.0,Udinese Calcio
3128,R. Hennings,33,Germany,180,80,72,1500000.0,19000.0,Fortuna Düsseldorf
3129,O. Kamara,31,Norway,184,81,72,2000000.0,7000.0,D.C. United
3130,M. Gavranović,31,Switzerland,175,76,72,2000000.0,12000.0,Yukatel Kayserispor
3131,C. Cathcart,32,Northern Ireland,190,83,72,1500000.0,32000.0,Watford
3132,Fernando Boldrin,32,Brazil,180,75,72,1900000.0,11000.0,Çaykur Rizespor
3133,L. Mabiala,33,Congo DR,189,84,72,1100000.0,6000.0,Portland Timbers
3134,A. Epureanu,34,Moldova,189,80,72,750000.0,23000.0,İstanbul Başakşehir FK
3135,A. Modeste,33,France,187,84,72,1500000.0,21000.0,1. FC Köln
3136,Rúben Ribeiro,33,Portugal,175,67,72,1400000.0,11000.0,Atakaş Hatayspor
3137,W. Gargano,36,Uruguay,168,65,72,450000.0,600.0,Club Atlético Peñarol
3138,Paulo Vinícius,36,Brazil,186,85,72,425000.0,8000.0,FCSB (Steaua)
3139,A. Rami,35,France,190,90,72,625000.0,9000.0,ESTAC Troyes
3140,F. Frei,32,Switzerland,183,80,72,1600000.0,10000.0,FC Basel 1893
3141,Zanka,31,Denmark,191,85,72,1600000.0,29000.0,Brentford
3142,R. Tesche,34,Germany,182,78,72,800000.0,16000.0,VfL Bochum 1848
3143,R. Bennett,31,England,188,78,72,1600000.0,19000.0,Swansea City
3144,J. Pied,32,France,173,73,72,1600000.0,21000.0,LOSC Lille
3145,B. Angulo,31,Colombia,174,74,72,1700000.0,14000.0,Club Tijuana
3146,M. Carcela-González,32,Morocco,175,68,72,1900000.0,13000.0,Standard de Liège
3147,S. Dewaest,30,Belgium,188,91,72,1900000.0,11000.0,Oud-Heverlee Leuven
3148,T. Pekhart,32,Czech Republic,196,89,72,1900000.0,9000.0,Legia Warszawa
3149,A. Smithies,31,England,189,88,72,1200000.0,18000.0,Cardiff City
3150,N. Sánchez,35,Argentina,185,82,72,625000.0,6000.0,Godoy Cruz
3151,D. Gosling,31,England,183,79,72,1900000.0,35000.0,Watford
3152,M. Coda,32,Italy,184,73,72,1900000.0,4000.0,Lecce
3153,V. Fiorillo,31,Italy,190,79,72,1200000.0,21000.0,US Salernitana 1919
3154,K. Gibbs,31,England,179,70,72,1700000.0,6000.0,Inter Miami CF
3155,D. Drinkwater,31,England,178,80,72,1900000.0,58000.0,Reading
3156,F. Macheda,29,Italy,185,77,72,2300000.0,750.0,Panathinaikos FC
3157,K. Bartley,30,England,194,94,72,1900000.0,27000.0,West Bromwich Albion
3158,M. Fabián,31,Mexico,178,75,72,1900000.0,9000.0,Fútbol Club Juárez
3159,F. Di Santo,32,Argentina,193,88,72,1900000.0,12000.0,San Lorenzo de Almagro
3160,Claudemir,33,Brazil,185,79,72,1200000.0,5000.0,FC Vizela
3161,H. González,30,Mexico,182,77,72,1600000.0,23000.0,Fútbol Club Juárez
3162,S. Johansen,30,Norway,182,78,72,2200000.0,14000.0,Queens Park Rangers
3163,L. Fuentes,34,Mexico,172,67,72,850000.0,28000.0,Club América
3164,H. Rodríguez,31,Mexico,184,79,72,1600000.0,14000.0,Santos Laguna
3165,V. Vasin,32,Russia,192,83,72,1500000.0,26000.0,PFC CSKA Moscow
3166,P. Mpoku,29,Congo DR,180,79,72,2300000.0,14000.0,İttifak Holding Konyaspor
3167,F. Gulbrandsen,28,Norway,175,79,72,2400000.0,28000.0,İstanbul Başakşehir FK
3168,B. Ecuélé Manga,32,Gabon,188,84,72,1500000.0,4000.0,Dijon FCO
3169,L. Négo,30,Hungary,181,71,72,,,
3170,D. Brosinski,32,Germany,178,70,72,1600000.0,16000.0,1. FSV Mainz 05
3171,S. Burchert,31,Germany,187,78,72,1200000.0,13000.0,SpVgg Greuther Fürth
3172,Y. Bolasie,32,Congo DR,185,84,72,1900000.0,11000.0,Çaykur Rizespor
3173,C. Pinsoglio,31,Italy,194,85,72,1200000.0,32000.0,Juventus
3174,D. Diekmeier,31,Germany,188,79,72,1700000.0,6000.0,SV Sandhausen
3175,J. Hoilett,31,Canada,173,70,72,1900000.0,21000.0,Reading
3176,Daniel Candeias,33,Portugal,177,78,72,1500000.0,11000.0,Aytemiz Alanyaspor
3177,Víctor Vázquez,34,Spain,175,75,72,1100000.0,7000.0,LA Galaxy
3178,B. Koita,30,Guinea,186,86,72,2300000.0,20000.0,Trabzonspor
3179,Ramalho,28,Angola,181,68,72,2400000.0,18000.0,CA Osasuna
3180,Fábio,30,Brazil,172,74,72,2000000.0,17000.0,FC Nantes
3181,Y. Ravet,31,France,177,72,72,1900000.0,7000.0,Grenoble Foot 38
3182,Etxeita,33,Spain,186,78,72,1100000.0,8000.0,SD Eibar
3183,Míchel,32,Spain,182,68,72,1800000.0,8000.0,CD Tenerife
3184,D. Aleksić,30,Serbia,182,75,72,2300000.0,25000.0,İstanbul Başakşehir FK
3185,V. Pálsson,30,Iceland,186,82,72,2000000.0,9000.0,FC Schalke 04
3186,H. Nielsen,27,Norway,187,82,72,2500000.0,19000.0,SpVgg Greuther Fürth
3187,K. Wilczek,33,Poland,185,83,72,1500000.0,17000.0,F.C. København
3188,F. Montero,33,Colombia,175,74,72,1500000.0,7000.0,Seattle Sounders FC
3189,O. Alonso,35,Cuba,180,70,72,650000.0,4000.0,Minnesota United FC
3190,Camora,34,Romania,177,69,72,850000.0,12000.0,CFR Cluj
3191,P. Mortensen,31,Denmark,190,78,72,2000000.0,13000.0,Aarhus GF
3192,N. Hult,31,Sweden,173,63,72,1700000.0,18000.0,Hannover 96
3193,Rúben Lima,31,Portugal,177,69,72,1700000.0,7000.0,Futebol Clube de Famalicão
3194,R. Grant,30,Australia,176,79,72,2000000.0,7000.0,Sydney FC
3195,J. Steer,28,England,188,80,72,1900000.0,31000.0,Aston Villa
3196,M. Caraglio,32,Argentina,187,92,72,1900000.0,14000.0,Rosario Central
3197,R. Sawyers,29,Saint Kitts and Nevis,185,67,72,2300000.0,31000.0,Stoke City
3198,M. Lestienne,29,Belgium,178,68,72,2300000.0,14000.0,Standard de Liège
3199,Y. Mallı,29,Turkey,179,72,72,2300000.0,20000.0,Trabzonspor
3200,A. Ioniță,30,Moldova,184,73,72,2200000.0,13000.0,Benevento
3201,S. Duffy,29,Republic of Ireland,193,76,72,2000000.0,35000.0,Brighton & Hove Albion
3202,M. Le Marchand,31,France,185,78,72,1600000.0,15000.0,RC Strasbourg Alsace
3203,M. Zeegelaar,30,Netherlands,186,82,72,2300000.0,13000.0,Udinese Calcio
3204,S. Malone,30,England,189,75,72,2000000.0,11000.0,Millwall
3205,N. Etheridge,31,Philippines,191,85,72,1200000.0,12000.0,Birmingham City
3206,J. Siebenhandl,31,Austria,183,81,72,1200000.0,12000.0,SK Sturm Graz
3207,J. Obi,30,Nigeria,177,72,72,2200000.0,28000.0,US Salernitana 1919
3208,Fredy,31,Angola,170,68,72,1900000.0,13000.0,Antalyaspor
3209,Á. Peña,31,Venezuela,170,70,72,1900000.0,600.0,Deportivo La Guaira FC
3210,G. Burgstaller,32,Austria,187,80,72,1900000.0,15000.0,FC St. Pauli
3211,Portillo,31,Spain,169,60,72,1900000.0,9000.0,Unión Deportiva Almería
3212,T. Schick,31,Austria,180,73,72,1900000.0,21000.0,SK Rapid Wien
3213,Pedro Trigueira,33,Portugal,192,84,72,750000.0,5000.0,CD Tondela
3214,S. Clucas,30,England,188,74,72,2200000.0,21000.0,Stoke City
3215,Pelé,29,Guinea Bissau,182,78,72,2000000.0,30000.0,AS Monaco
3216,L. Sobiech,30,Germany,196,91,72,1900000.0,11000.0,SV Darmstadt 98
3217,J. Greguš,30,Slovakia,189,79,72,2000000.0,6000.0,Minnesota United FC
3218,E. Haji Safi,31,Iran,178,71,72,1700000.0,900.0,AEK Athens
3219,A. Quintero,33,Panama,165,62,72,1500000.0,950.0,Club Universitario de Deportes
3220,Renan Ribeiro,31,Brazil,193,88,72,1200000.0,7000.0,Sporting CP
3221,J. Vuković,33,Serbia,195,93,72,1100000.0,10000.0,Qingdao FC
3222,R. Krishna,33,Fiji,169,70,72,1500000.0,3000.0,ATK Mohun Bagan FC
3223,C. Austin,31,England,188,84,72,2000000.0,15000.0,Queens Park Rangers
3224,Mexer,32,Mozambique,186,80,72,1500000.0,17000.0,FC Girondins de Bordeaux
3225,M. Pack,30,England,188,76,72,2000000.0,22000.0,Cardiff City
3226,O. Özyakup,28,Turkey,180,75,72,2300000.0,30000.0,Beşiktaş JK
3227,J. Bidwell,28,England,183,80,72,2100000.0,20000.0,Swansea City
3228,K. Babacar,28,Senegal,185,85,72,2400000.0,25000.0,Aytemiz Alanyaspor
3229,Gabriel Silva,30,Brazil,179,75,72,2000000.0,20000.0,AS Saint-Étienne
3230,G. Donati,31,Italy,178,76,72,1700000.0,4000.0,AC Monza
3231,J. Martin,31,France,184,76,72,1900000.0,29000.0,Stade Rennais FC
3232,P. Testroet,30,Germany,186,86,72,2300000.0,8000.0,SV Sandhausen
3233,Caio,30,United Arab Emirates,177,72,72,2300000.0,950.0,Al Ain FC
3234,S. Araujo,29,Argentina,180,76,72,2300000.0,1000.0,AEK Athens
3235,Raúl Carnero,32,Spain,180,74,72,1600000.0,8000.0,Real Valladolid CF
3236,S. Clark,35,United States,188,86,72,250000.0,3000.0,Portland Timbers
3237,J. Larsson,31,Sweden,182,75,72,1700000.0,4000.0,IF Elfsborg
3238,C. Gamboa,31,Costa Rica,175,75,72,1700000.0,16000.0,VfL Bochum 1848
3239,M. Linnes,29,Norway,177,72,72,2100000.0,6000.0,Molde FK
3240,J. Mensah,30,Ghana,188,83,72,1900000.0,6000.0,Columbus Crew
3241,T. Sainsbury,29,Australia,183,76,72,2000000.0,11000.0,KV Kortrijk
3242,J. Robinson,27,England,180,67,72,2400000.0,19000.0,Sheffield United
3243,Kim Bo Kyung,31,Korea Republic,176,72,72,1900000.0,9000.0,Jeonbuk Hyundai Motors
3244,Kim Tae Hwan,31,Korea Republic,177,72,72,1700000.0,8000.0,Ulsan Hyundai FC
3245,L. Hejda,31,Czech Republic,189,85,72,1600000.0,750.0,FC Viktoria Plzeň
3246,I. Nestorovski,31,North Macedonia,182,75,72,2000000.0,14000.0,Udinese Calcio
3247,A. Losilla,35,France,185,80,72,650000.0,12000.0,VfL Bochum 1848
3248,P. Chavarría,33,Argentina,185,80,72,1500000.0,8000.0,Málaga CF
3249,Sebá,29,Brazil,182,73,72,2300000.0,25000.0,Al Shabab
3250,Y. Court,31,France,172,70,72,1900000.0,6000.0,Stade Malherbe Caen
3251,J. Clasie,30,Netherlands,169,66,72,2200000.0,8000.0,AZ Alkmaar
3252,M. Gregoritsch,27,Austria,193,91,72,2500000.0,19000.0,FC Augsburg
3253,K. Lamprou,29,Greece,178,84,72,1600000.0,7000.0,PEC Zwolle
3254,Á. Sepúlveda,30,Mexico,180,78,72,2300000.0,12000.0,Club Necaxa
3255,D. Royer,31,Austria,177,73,72,1900000.0,7000.0,New York Red Bulls
3256,A. Hoffmann,28,Germany,190,84,72,2200000.0,17000.0,Fortuna Düsseldorf
3257,R. Métanire,31,Madagascar,178,72,72,1700000.0,6000.0,Minnesota United FC
3258,N. Lavanchy,27,Switzerland,174,73,72,2300000.0,8000.0,FC Lugano
3259,N. Höfler,31,Germany,181,79,72,1600000.0,18000.0,Sport-Club Freiburg
3260,J. Joronen,28,Finland,197,89,72,,,
3261,N. Boilesen,29,Denmark,186,75,72,2100000.0,15000.0,F.C. København
3262,M. Esser,33,Germany,198,97,72,750000.0,13000.0,VfL Bochum 1848
3263,B. Gibson,28,England,185,78,72,2200000.0,23000.0,Norwich City
3264,B. Raman,26,Belgium,172,67,72,3100000.0,18000.0,RSC Anderlecht
3265,C. Schindler,31,Germany,188,77,72,1600000.0,9000.0,1. FC Nürnberg
3266,S. Aydoğdu,30,Turkey,180,72,72,2200000.0,25000.0,Göztepe SK
3267,J. Lundstram,27,England,181,74,72,2700000.0,35000.0,Rangers FC
3268,B. Dejaegere,30,Belgium,174,72,72,2200000.0,6000.0,Toulouse Football Club
3269,N. Powell,27,England,183,65,72,2700000.0,21000.0,Stoke City
3270,T. Kalas,28,Czech Republic,184,86,72,2200000.0,23000.0,Bristol City
3271,A. Acquah,29,Ghana,179,70,72,2000000.0,12000.0,Al Batin
3272,S. Lletget,28,United States,178,75,72,2300000.0,7000.0,LA Galaxy
3273,A. Musa,28,Nigeria,171,66,72,2400000.0,12000.0,Fatih Karagümrük S.K.
3274,V. Eysseric,29,France,181,73,72,2300000.0,12000.0,Kasimpaşa SK
3275,D. Johnson,28,Jamaica,174,67,72,2400000.0,26000.0,Preston North End
3276,F. Klaus,28,Germany,179,79,72,2400000.0,18000.0,Fortuna Düsseldorf
3277,A. Morales,31,United States,183,77,72,1600000.0,6000.0,New York City FC
3278,S. Sturaro,28,Italy,181,80,72,2300000.0,13000.0,Genoa
3279,K. Stafylidis,27,Greece,178,72,72,2300000.0,21000.0,VfL Bochum 1848
3280,K. Müller,30,Germany,190,90,72,1600000.0,13000.0,1. FC Heidenheim 1846
3281,Han Kyo Won,31,Korea Republic,182,73,72,1900000.0,9000.0,Jeonbuk Hyundai Motors
3282,Isaías,34,Spain,173,71,72,800000.0,4000.0,Adelaide United
3283,Leandro,28,Brazil,177,78,72,2400000.0,9000.0,FC Tokyo
3284,C. Townsend,28,England,183,73,72,2100000.0,29000.0,West Bromwich Albion
3285,F. Gutiérrez,30,Chile,175,64,72,2200000.0,10000.0,Universidad Católica
3286,Y. Touzghar,34,Tunisia,179,75,72,1100000.0,15000.0,ESTAC Troyes
3287,S. Kitsiou,27,Greece,173,70,72,2500000.0,10000.0,Gazişehir Gaziantep F.K.
3288,J. Blaswich,30,Germany,193,88,72,1800000.0,5000.0,Heracles Almelo
3289,T. Trybull,28,Germany,181,72,72,2300000.0,19000.0,Hannover 96
3290,C. Musonda,24,Belgium,173,66,72,3200000.0,51000.0,Chelsea
3291,I. Gelios,29,Greece,190,88,72,1600000.0,14000.0,Holstein Kiel
3292,Juan Carlos,30,Spain,183,73,72,2200000.0,10000.0,SD Huesca
3293,Diogo Figueiras,30,Portugal,169,62,72,2000000.0,7000.0,Futebol Clube de Famalicão
3294,P. Bauer,28,Germany,192,88,72,2400000.0,23000.0,Preston North End
3295,M. Dupé,28,France,186,85,72,2000000.0,5000.0,Toulouse Football Club
3296,Rubén Pardo,28,Spain,181,69,72,2300000.0,10000.0,CD Leganés
3297,Hervías,28,Spain,174,67,72,2400000.0,9000.0,Real Valladolid CF
3298,Y. Yotún,31,Peru,173,68,72,1900000.0,39000.0,Cruz Azul
3299,R. Álvarez,33,Argentina,188,82,72,1400000.0,11000.0,Vélez Sarsfield
3300,R. Baca,31,Mexico,173,66,72,1900000.0,39000.0,Cruz Azul
3301,Vadillo,26,Spain,180,69,72,2600000.0,14000.0,RCD Espanyol de Barcelona
3302,Diego Oliveira,31,Brazil,179,80,72,2000000.0,10000.0,FC Tokyo
3303,David Ferreiro,33,Spain,170,63,72,1500000.0,10000.0,SD Huesca
3304,Igor Rossi,32,Brazil,189,80,72,1500000.0,11000.0,Al Faisaly
3305,J. Kopic,31,Czech Republic,180,80,72,1900000.0,900.0,FC Viktoria Plzeň
3306,Vako,28,Georgia,174,74,72,2400000.0,9000.0,Ulsan Hyundai FC
3307,M. Krmenčík,28,Czech Republic,190,85,72,2400000.0,850.0,SK Slavia Praha
3308,Álvaro Lemos,28,Spain,175,78,72,2100000.0,7000.0,Unión Deportiva Las Palmas
3309,J. Price,28,England,170,69,72,2100000.0,6000.0,Colorado Rapids
3310,Dener,29,Brazil,188,83,72,2300000.0,16000.0,Al Tai
3311,C. Atsu,29,Ghana,165,65,72,2300000.0,17000.0,Al Raed
3312,G. Brugman,28,Uruguay,175,66,72,2300000.0,23000.0,Real Oviedo
3313,S. Denswil,28,Netherlands,188,82,72,2400000.0,21000.0,Trabzonspor
3314,N. Murru,26,Italy,180,74,72,2700000.0,13000.0,U.C. Sampdoria
3315,I. Kiese Thelin,29,Sweden,189,82,72,2300000.0,18000.0,RSC Anderlecht
3316,J. Murphy,26,England,179,74,72,2800000.0,27000.0,Newcastle United
3317,Júnior Urso,32,Brazil,180,72,72,1600000.0,6000.0,Orlando City Soccer Club
3318,Bigas,30,Spain,181,78,72,1900000.0,13000.0,Elche CF
3319,J. Dudziak,25,Tunisia,176,70,72,3100000.0,17000.0,SpVgg Greuther Fürth
3320,T. Dingomé,30,France,174,71,72,2200000.0,14000.0,ESTAC Troyes
3321,F. Boli,27,Côte d'Ivoire,180,77,72,2500000.0,900.0,Ferencvárosi TC
3322,P. Hofmann,28,Germany,195,89,72,2400000.0,13000.0,Karlsruher SC
3323,M. Hedges,31,United States,193,84,72,1600000.0,6000.0,FC Dallas
3324,J. Świerczok,28,Poland,179,75,72,2400000.0,6000.0,Nagoya Grampus
3325,Cristiano,34,Brazil,183,83,72,1100000.0,9000.0,Kashiwa Reysol
3326,A. González,28,Venezuela,177,75,72,2100000.0,7000.0,Málaga CF
3327,A. Jung,29,Germany,185,81,72,2000000.0,9000.0,SV Werder Bremen
3328,T. Rogić,28,Australia,189,88,72,2400000.0,36000.0,Celtic
3329,Aitor García,27,Spain,173,72,72,2500000.0,8000.0,Real Sporting de Gijón
3330,A. González,26,Mexico,175,79,72,2700000.0,31000.0,CF Monterrey
3331,M. Frey,26,Switzerland,190,86,72,2600000.0,17000.0,Royal Antwerp FC
3332,D. Kourbelis,27,Greece,181,74,72,2500000.0,600.0,Panathinaikos FC
3333,O. Boumal,31,Cameroon,183,67,72,1900000.0,3000.0,Newcastle Jets
3334,L. Kübler,28,Germany,182,74,72,2100000.0,18000.0,Sport-Club Freiburg
3335,M. Dijks,28,Netherlands,194,90,72,2100000.0,21000.0,Bologna
3336,S. Holmén,29,Sweden,188,77,72,2000000.0,11000.0,Çaykur Rizespor
3337,A. Mühling,28,Germany,186,84,72,2300000.0,18000.0,Holstein Kiel
3338,S. Schrijvers,24,Belgium,180,67,72,3400000.0,11000.0,Oud-Heverlee Leuven
3339,T. Letschert,28,Netherlands,188,73,72,2400000.0,8000.0,AZ Alkmaar
3340,Quini,31,Spain,178,74,72,1700000.0,15000.0,Granada CF
3341,R. Strebinger,28,Austria,194,90,72,2000000.0,16000.0,SK Rapid Wien
3342,H. Mukhtar,26,Germany,173,71,72,2900000.0,7000.0,Nashville SC
3343,T. Murg,26,Austria,174,70,72,3100000.0,1000.0,PAOK
3344,I. Mbaye,26,Senegal,188,70,72,2500000.0,20000.0,Bologna
3345,João Teixeira,28,Portugal,177,69,72,2400000.0,9000.0,Feyenoord
3346,K. Peterson,26,Sweden,185,72,72,2800000.0,18000.0,Fortuna Düsseldorf
3347,A. Touré,27,France,188,84,72,2400000.0,12000.0,Genoa
3348,João Schmidt,28,Brazil,183,83,72,2100000.0,9000.0,Kawasaki Frontale
3349,B. Verstraete,27,Belgium,175,68,72,2700000.0,14000.0,Royal Antwerp FC
3350,José Mari,33,Spain,180,69,72,1200000.0,19000.0,Cádiz CF
3351,B. Osborn,26,England,176,75,72,2500000.0,19000.0,Sheffield United
3352,D. Lenihan,27,Republic of Ireland,188,76,72,2700000.0,27000.0,Blackburn Rovers
3353,G. Lapadula,31,Peru,178,69,72,2000000.0,14000.0,Benevento
3354,M. Benassi,26,Italy,184,80,72,2700000.0,33000.0,Fiorentina
3355,R. Durmisi,27,Denmark,168,67,72,2300000.0,32000.0,Lazio
3356,Luiz Phellype,27,Brazil,188,83,72,2700000.0,11000.0,Santa Clara
3357,Álex Gallar,29,Spain,176,71,72,2300000.0,10000.0,FC Cartagena
3358,A. Semenov,32,Russia,190,86,72,,,
3359,D. Kądzior,29,Poland,174,72,72,2300000.0,8000.0,Piast Gliwice
3360,T. Boyd,26,United States,183,66,72,2800000.0,31000.0,Çaykur Rizespor
3361,R. Czichos,31,Germany,187,86,72,1600000.0,18000.0,1. FC Köln
3362,A. Voglsammer,29,Germany,178,81,72,2300000.0,22000.0,1. FC Union Berlin
3363,R. Berić,30,Slovenia,188,82,72,2300000.0,7000.0,Chicago Fire Football Club
3364,J. Bela,28,Angola,173,71,72,2400000.0,18000.0,Birmingham City
3365,C. Højer,26,Denmark,184,80,72,2700000.0,750.0,AC Sparta Praha
3366,M. Lowe,24,England,175,74,72,4500000.0,16000.0,Nottingham Forest
3367,A. Jahović,34,North Macedonia,191,86,72,1100000.0,12000.0,Göztepe SK
3368,P. Sisto,26,Denmark,171,64,72,2800000.0,21000.0,FC Midtjylland
3369,N. Storm,26,Belgium,178,74,72,2800000.0,11000.0,KV Mechelen
3370,D. Nistor,33,Romania,174,74,72,1400000.0,12000.0,Universitatea Craiova
3371,Iuri Medeiros,26,Portugal,175,66,72,2600000.0,11000.0,SC Braga
3372,J. Meffert,26,Germany,186,76,72,2500000.0,10000.0,Hamburger SV
3373,M. Chanot,31,Luxembourg,186,84,72,1600000.0,6000.0,New York City FC
3374,F. Aristeguieta,29,Venezuela,188,87,72,2300000.0,8000.0,Puebla FC
3375,Kwon Kyung Won,29,Korea Republic,188,81,72,2000000.0,5000.0,Seongnam FC
3376,D. Rolán,28,Uruguay,175,70,72,2400000.0,10000.0,Fútbol Club Juárez
3377,L. Öztunalı,25,Germany,184,79,72,2800000.0,20000.0,1. FC Union Berlin
3378,I. Tajouri-Shradi,27,Libya,170,64,72,2500000.0,7000.0,New York City FC
3379,J. Osorio,29,Canada,175,73,72,2300000.0,7000.0,Toronto FC
3380,N. Poulsen,27,Denmark,180,79,72,2400000.0,11000.0,Aarhus GF
3381,M. Gersbeck,26,Germany,187,83,72,2200000.0,9000.0,Karlsruher SC
3382,A. Ruiz,27,Argentina,183,77,72,2500000.0,9000.0,Arsenal de Sarandí
3383,P. McNair,26,Northern Ireland,183,72,72,3100000.0,19000.0,Middlesbrough
3384,A. Rocha,28,Mexico,170,80,72,2300000.0,11000.0,Club Atlas
3385,A. Selikhov,27,Russia,190,85,72,2100000.0,26000.0,Spartak Moskva
3386,Arsénio,31,Portugal,180,70,72,1900000.0,6000.0,FC Arouca
3387,A. Fransson,27,Sweden,180,74,72,2700000.0,6000.0,IFK Norrköping
3388,M. Uhre,26,Denmark,188,86,72,2900000.0,13000.0,Brøndby IF
3389,C. Suárez,34,Chile,179,75,72,750000.0,4000.0,Club Deportivo Palestino
3390,K. Junker,27,Denmark,186,73,72,2700000.0,11000.0,Urawa Red Diamonds
3391,D. Biraschi,26,Italy,182,72,72,2600000.0,12000.0,Genoa
3392,Y. Candelo,29,Colombia,172,67,72,2300000.0,2000.0,Atlético Nacional
3393,D. Bocanegra,34,Colombia,182,75,72,750000.0,850.0,Club Libertad
3394,C. Baeza,27,Chile,171,64,72,2700000.0,14000.0,Deportivo Toluca
3395,F. Hinestroza,31,Colombia,178,70,72,1900000.0,3000.0,Junior FC
3396,M. Piedrahita,36,Colombia,175,79,72,525000.0,2000.0,Junior FC
3397,L. Villalba,26,Argentina,180,75,72,2500000.0,10000.0,Argentinos Juniors
3398,L. Villafañez,29,Argentina,171,65,72,2300000.0,700.0,Panathinaikos FC
3399,M. Ibáñez,34,Argentina,190,88,72,400000.0,9000.0,Patronato
3400,E. Brítez,29,Argentina,180,75,72,2000000.0,11000.0,Unión de Santa Fe
3401,B. Alemán,31,Uruguay,176,79,72,1900000.0,13000.0,Gimnasia y Esgrima La Plata
3402,D. Braghieri,34,Argentina,186,79,72,750000.0,12000.0,Club Atlético Lanús
3403,E. Zelaya,33,Argentina,186,75,72,1500000.0,17000.0,Damac FC
3404,P. Pérez,35,Argentina,179,75,72,950000.0,9000.0,Newell's Old Boys
3405,E. Kalinski,34,Argentina,184,86,72,800000.0,10000.0,Argentinos Juniors
3406,E. Insúa,30,Argentina,182,81,72,2000000.0,900.0,Club Atlético Aldosivi
3407,A. Donatti,34,Argentina,192,86,72,750000.0,10000.0,San Lorenzo de Almagro
3408,L. Jara,30,Argentina,183,80,72,2000000.0,10000.0,Vélez Sarsfield
3409,D. Fisher,27,England,175,70,72,2500000.0,19000.0,Middlesbrough
3410,M. Miazga,25,United States,193,84,72,2800000.0,51000.0,Deportivo Alavés
3411,Unai García,28,Spain,186,81,72,2200000.0,18000.0,CA Osasuna
3412,C. Brunner,27,Switzerland,180,75,72,2300000.0,16000.0,DSC Arminia Bielefeld
3413,Filipe Ferreira,30,Portugal,178,70,72,2000000.0,10000.0,Boavista FC
3414,Marlon,25,Brazil,182,80,72,3100000.0,650.0,Shakhtar Donetsk
3415,C. Strandberg,25,Sweden,187,90,72,3100000.0,16000.0,Al Hazem
3416,D. Musto,34,Argentina,182,80,72,800000.0,850.0,Club Atlético Peñarol
3417,R. Dugimont,35,France,182,75,72,950000.0,5000.0,AJ Auxerre
3418,P. Mwene,27,Austria,172,68,72,2300000.0,12000.0,PSV
3419,A. Gunn,25,England,196,77,72,2600000.0,17000.0,Norwich City
3420,P. Gerkens,26,Belgium,180,72,72,2900000.0,15000.0,Royal Antwerp FC
3421,D. Antolić,30,Croatia,180,73,72,2200000.0,16000.0,Damac FC
3422,Erik,26,Brazil,170,70,72,2800000.0,9000.0,Changchun Yatai FC
